TEAM_NAME,GP,W,L,W_PCT,OFF_RATING,DEF_RATING,NET_RATING,AST_PCT,AST_TO,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,PACE,POSS,PIE,SEASON,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS
Phoenix Suns,82,44,38,0.537,102.6,101.3,1.3,0.572,1.42,16.2,0.323,0.672,0.496,0.158,0.473,0.514,92.59,7637.0,0.498,2002-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Portland Trail Blazers,82,50,32,0.61,104.2,101.5,2.7,0.623,1.49,17.7,0.338,0.689,0.515,0.167,0.489,0.531,90.44,7486.0,0.515,2002-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sacramento Kings,82,59,23,0.72,104.4,97.8,6.6,0.627,1.71,18.3,0.289,0.678,0.493,0.149,0.499,0.535,96.63,7987.0,0.551,2002-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
San Antonio Spurs,82,60,22,0.732,103.9,98.1,5.8,0.563,1.26,15.9,0.311,0.687,0.508,0.171,0.497,0.541,91.46,7558.0,0.549,2002-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Seattle SuperSonics,82,40,42,0.488,102.4,102.6,-0.2,0.615,1.64,17.2,0.314,0.688,0.497,0.147,0.472,0.512,89.17,7379.0,0.502,2002-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Toronto Raptors,82,24,58,0.293,99.3,105.6,-6.3,0.556,1.34,15.3,0.318,0.678,0.491,0.157,0.458,0.497,91.01,7507.0,0.447,2002-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utah Jazz,82,47,35,0.573,103.7,101.1,2.6,0.727,1.53,19.5,0.353,0.673,0.519,0.184,0.486,0.537,90.78,7483.0,0.551,2002-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Washington Wizards,82,37,45,0.451,101.5,102.6,-1.1,0.572,1.47,15.9,0.305,0.686,0.496,0.148,0.46,0.513,89.46,7390.0,0.498,2002-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Atlanta Hawks,82,28,54,0.341,99.1,103.9,-4.8,0.583,1.22,15.7,0.308,0.686,0.5,0.176,0.465,0.514,92.68,7680.0,0.466,2003-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Boston Celtics,82,36,46,0.439,100.7,102.2,-1.5,0.592,1.26,16.1,0.279,0.658,0.473,0.172,0.486,0.532,94.47,7757.0,0.49,2003-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chicago Bulls,82,23,59,0.28,95.6,102.1,-6.5,0.641,1.36,16.7,0.311,0.679,0.491,0.172,0.446,0.486,93.23,7694.0,0.446,2003-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cleveland Cavaliers,82,35,47,0.427,100.6,103.1,-2.6,0.619,1.49,16.9,0.34,0.688,0.514,0.16,0.451,0.498,91.71,7577.0,0.491,2003-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dallas Mavericks,82,52,30,0.634,110.4,105.9,4.5,0.591,1.96,17.7,0.335,0.686,0.507,0.128,0.495,0.536,94.62,7814.0,0.527,2003-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Denver Nuggets,82,43,39,0.524,102.4,101.4,1.0,0.599,1.4,16.5,0.337,0.664,0.498,0.164,0.467,0.517,94.64,7786.0,0.505,2003-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Detroit Pistons,82,54,28,0.659,100.3,93.9,6.5,0.62,1.37,16.6,0.332,0.686,0.512,0.168,0.461,0.511,89.34,7365.0,0.558,2003-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Golden State Warriors,82,37,45,0.451,101.5,102.6,-1.1,0.585,1.39,16.2,0.312,0.694,0.503,0.161,0.475,0.517,90.95,7535.0,0.491,2003-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Houston Rockets,82,45,37,0.549,99.7,97.8,1.9,0.577,1.15,15.8,0.305,0.708,0.516,0.186,0.484,0.528,88.92,7384.0,0.513,2003-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Indiana Pacers,82,61,21,0.744,102.5,96.2,6.3,0.644,1.5,17.3,0.32,0.706,0.511,0.162,0.471,0.52,88.54,7311.0,0.539,2003-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Los Angeles Clippers,82,28,54,0.341,101.9,106.6,-4.7,0.587,1.23,15.5,0.362,0.677,0.517,0.176,0.453,0.512,92.49,7624.0,0.464,2003-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Los Angeles Lakers,82,56,26,0.683,104.2,100.1,4.1,0.643,1.72,17.9,0.313,0.701,0.506,0.146,0.481,0.522,93.39,7729.0,0.538,2003-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Memphis Grizzlies,82,50,32,0.61,103.4,100.8,2.6,0.646,1.56,17.7,0.325,0.655,0.489,0.16,0.479,0.522,92.6,7670.0,0.522,2003-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Miami Heat,82,42,40,0.512,100.6,100.3,0.3,0.573,1.38,15.6,0.307,0.707,0.504,0.154,0.463,0.51,89.3,7361.0,0.496,2003-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Milwaukee Bucks,82,41,41,0.5,104.6,103.5,1.1,0.63,1.69,17.5,0.308,0.69,0.499,0.144,0.477,0.528,93.2,7682.0,0.51,2003-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Minnesota Timberwolves,82,58,24,0.707,104.2,98.5,5.7,0.623,1.81,18.2,0.303,0.691,0.507,0.14,0.486,0.528,90.24,7441.0,0.554,2003-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
New Jersey Nets,82,47,35,0.573,99.0,96.4,2.6,0.714,1.66,19.1,0.289,0.711,0.501,0.162,0.471,0.515,90.97,7475.0,0.533,2003-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
New Orleans Hornets,82,41,41,0.5,100.7,100.6,0.1,0.619,1.4,16.4,0.332,0.681,0.502,0.164,0.46,0.505,90.59,7476.0,0.491,2003-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
New York Knicks,82,39,43,0.476,99.7,101.3,-1.6,0.588,1.31,16.4,0.307,0.701,0.508,0.17,0.474,0.518,91.29,7563.0,0.488,2003-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Orlando Magic,82,21,61,0.256,101.4,108.8,-7.4,0.545,1.41,15.2,0.315,0.657,0.481,0.148,0.461,0.504,92.14,7608.0,0.434,2003-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Philadelphia 76ers,82,33,49,0.402,97.8,100.4,-2.6,0.611,1.25,16.1,0.313,0.681,0.498,0.177,0.456,0.505,89.26,7379.0,0.484,2003-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phoenix Suns,82,29,53,0.354,100.3,104.2,-3.8,0.536,1.27,15.3,0.297,0.661,0.479,0.162,0.475,0.515,93.72,7699.0,0.466,2003-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Portland Trail Blazers,82,41,41,0.5,102.1,103.5,-1.5,0.61,1.46,17.2,0.344,0.67,0.507,0.166,0.478,0.515,87.54,7289.0,0.488,2003-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sacramento Kings,82,55,27,0.671,108.6,103.2,5.4,0.694,1.89,19.6,0.292,0.676,0.488,0.146,0.507,0.554,94.25,7765.0,0.544,2003-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
San Antonio Spurs,82,57,25,0.695,101.0,93.1,7.9,0.59,1.39,16.3,0.319,0.71,0.516,0.162,0.473,0.511,90.23,7428.0,0.566,2003-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Seattle SuperSonics,82,37,45,0.451,105.6,106.4,-0.8,0.606,1.5,17.1,0.302,0.655,0.479,0.158,0.501,0.54,91.34,7542.0,0.491,2003-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Toronto Raptors,82,33,49,0.402,95.3,98.8,-3.4,0.593,1.35,15.9,0.27,0.673,0.471,0.159,0.454,0.495,88.24,7348.0,0.476,2003-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utah Jazz,82,42,40,0.512,100.0,101.3,-1.3,0.621,1.22,16.3,0.373,0.691,0.529,0.188,0.456,0.509,88.26,7271.0,0.493,2003-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Washington Wizards,82,25,57,0.305,97.2,102.9,-5.7,0.557,1.07,14.5,0.333,0.667,0.496,0.186,0.454,0.5,93.9,7751.0,0.441,2003-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Atlanta Hawks,82,13,69,0.159,98.8,109.0,-10.2,0.549,1.22,15.3,0.326,0.696,0.502,0.171,0.464,0.504,93.09,7695.0,0.422,2004-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Boston Celtics,82,45,37,0.549,105.9,105.1,0.8,0.594,1.4,16.9,0.305,0.671,0.494,0.165,0.501,0.551,94.61,7839.0,0.505,2004-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charlotte Bobcats,82,18,64,0.22,99.8,106.0,-6.2,0.606,1.51,16.5,0.327,0.676,0.492,0.154,0.455,0.497,93.54,7743.0,0.46,2004-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chicago Bulls,82,47,35,0.573,100.5,99.1,1.4,0.612,1.27,16.4,0.317,0.691,0.506,0.178,0.471,0.517,93.41,7707.0,0.498,2004-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cleveland Cavaliers,82,42,40,0.512,105.3,104.7,0.6,0.619,1.62,17.3,0.354,0.674,0.51,0.152,0.47,0.518,90.72,7516.0,0.51,2004-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dallas Mavericks,82,58,24,0.707,108.5,102.6,5.9,0.526,1.46,15.3,0.319,0.674,0.5,0.142,0.492,0.545,94.18,7749.0,0.537,2004-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Denver Nuggets,82,49,33,0.598,104.7,102.6,2.2,0.645,1.6,18.0,0.313,0.678,0.497,0.157,0.483,0.535,94.68,7792.0,0.531,2004-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Detroit Pistons,82,54,28,0.659,103.9,99.6,4.3,0.627,1.58,17.2,0.34,0.693,0.518,0.154,0.472,0.519,88.59,7364.0,0.542,2004-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Golden State Warriors,82,34,48,0.415,103.4,105.5,-2.2,0.598,1.63,16.6,0.303,0.666,0.477,0.142,0.475,0.512,94.45,7830.0,0.473,2004-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Houston Rockets,82,51,31,0.622,104.4,100.1,4.3,0.609,1.53,16.9,0.301,0.713,0.512,0.152,0.486,0.534,90.18,7467.0,0.527,2004-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Indiana Pacers,82,44,38,0.537,103.7,102.7,1.0,0.558,1.27,15.1,0.296,0.687,0.494,0.16,0.476,0.534,88.71,7351.0,0.504,2004-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Los Angeles Clippers,82,37,45,0.451,103.8,104.5,-0.8,0.65,1.47,17.9,0.338,0.687,0.518,0.171,0.477,0.533,90.66,7564.0,0.518,2004-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Los Angeles Lakers,82,34,48,0.415,106.4,109.6,-3.2,0.578,1.42,15.9,0.324,0.68,0.503,0.155,0.485,0.535,92.34,7610.0,0.468,2004-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Memphis Grizzlies,82,45,37,0.549,104.2,101.5,2.7,0.612,1.43,16.9,0.308,0.663,0.487,0.163,0.489,0.535,89.65,7355.0,0.515,2004-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Miami Heat,82,59,23,0.72,108.9,102.2,6.7,0.578,1.59,17.1,0.297,0.698,0.508,0.147,0.524,0.559,91.73,7647.0,0.556,2004-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Milwaukee Bucks,82,30,52,0.366,105.1,108.1,-3.0,0.58,1.52,16.4,0.322,0.687,0.503,0.149,0.475,0.527,92.14,7584.0,0.478,2004-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Minnesota Timberwolves,82,44,38,0.537,106.6,105.0,1.6,0.63,1.78,18.3,0.321,0.682,0.508,0.145,0.489,0.534,90.39,7440.0,0.518,2004-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
New Jersey Nets,82,42,40,0.512,99.9,101.6,-1.7,0.644,1.52,17.1,0.298,0.701,0.495,0.155,0.463,0.512,90.41,7501.0,0.49,2004-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
New Orleans Hornets,82,18,64,0.22,98.2,105.9,-7.7,0.634,1.42,16.6,0.329,0.675,0.494,0.165,0.446,0.493,88.97,7382.0,0.437,2004-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
New York Knicks,82,33,49,0.402,104.5,107.2,-2.7,0.559,1.38,15.9,0.316,0.686,0.498,0.158,0.485,0.531,92.12,7634.0,0.475,2004-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Orlando Magic,82,36,46,0.439,103.4,105.7,-2.3,0.522,1.2,14.8,0.328,0.682,0.507,0.168,0.478,0.529,96.15,7891.0,0.489,2004-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Philadelphia 76ers,82,43,39,0.524,101.8,102.5,-0.7,0.58,1.34,15.9,0.281,0.703,0.491,0.16,0.475,0.528,96.56,7985.0,0.493,2004-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phoenix Suns,82,62,20,0.756,112.7,105.7,7.0,0.575,1.71,17.4,0.304,0.656,0.49,0.14,0.534,0.571,97.35,8034.0,0.546,2004-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Portland Trail Blazers,82,27,55,0.329,101.9,106.1,-4.3,0.595,1.32,16.6,0.331,0.65,0.496,0.175,0.484,0.524,91.05,7481.0,0.475,2004-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sacramento Kings,82,50,32,0.61,108.8,106.5,2.3,0.626,1.87,18.2,0.315,0.667,0.491,0.137,0.496,0.541,94.52,7819.0,0.522,2004-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
San Antonio Spurs,82,59,23,0.72,106.1,97.8,8.3,0.606,1.57,17.1,0.321,0.697,0.51,0.151,0.492,0.534,89.96,7435.0,0.565,2004-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Seattle SuperSonics,82,52,30,0.634,110.3,108.0,2.3,0.516,1.34,14.7,0.357,0.681,0.517,0.151,0.495,0.546,89.24,7353.0,0.504,2004-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Toronto Raptors,82,33,49,0.402,105.4,107.2,-1.8,0.566,1.54,16.0,0.269,0.682,0.473,0.14,0.492,0.539,94.01,7762.0,0.479,2004-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utah Jazz,82,26,56,0.317,102.9,107.3,-4.4,0.646,1.41,17.4,0.351,0.695,0.518,0.174,0.469,0.522,90.02,7409.0,0.475,2004-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Washington Wizards,82,45,37,0.549,105.4,105.9,-0.4,0.527,1.33,14.6,0.338,0.667,0.497,0.15,0.474,0.523,94.8,7816.0,0.485,2004-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Atlanta Hawks,82,26,56,0.317,104.8,110.1,-5.3,0.552,1.27,15.5,0.334,0.667,0.496,0.169,0.486,0.534,91.75,7607.0,0.462,2005-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Boston Celtics,82,33,49,0.402,104.0,105.6,-1.5,0.581,1.26,16.4,0.289,0.694,0.497,0.176,0.504,0.551,93.27,7722.0,0.485,2005-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charlotte Bobcats,82,26,56,0.317,101.2,105.6,-4.4,0.58,1.47,15.9,0.305,0.678,0.479,0.149,0.464,0.509,94.57,7851.0,0.463,2005-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chicago Bulls,82,41,41,0.5,103.3,102.7,0.7,0.601,1.47,16.9,0.303,0.703,0.503,0.158,0.487,0.527,93.59,7762.0,0.501,2005-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cleveland Cavaliers,82,50,32,0.61,106.6,104.4,2.1,0.536,1.37,15.3,0.313,0.717,0.514,0.151,0.492,0.538,90.77,7510.0,0.51,2005-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dallas Mavericks,82,60,22,0.732,109.9,103.2,6.7,0.5,1.32,14.6,0.347,0.69,0.522,0.15,0.495,0.55,89.3,7397.0,0.551,2005-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Denver Nuggets,82,44,38,0.537,104.4,104.1,0.3,0.624,1.58,17.6,0.3,0.682,0.494,0.154,0.488,0.535,94.9,7877.0,0.512,2005-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Detroit Pistons,82,64,18,0.78,109.3,101.7,7.6,0.661,2.12,18.9,0.317,0.68,0.497,0.128,0.497,0.535,87.98,7268.0,0.557,2005-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Golden State Warriors,82,34,48,0.415,103.5,104.9,-1.4,0.576,1.47,15.9,0.296,0.686,0.485,0.148,0.479,0.521,94.43,7800.0,0.475,2005-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Houston Rockets,82,34,48,0.415,100.4,102.1,-1.7,0.583,1.32,15.8,0.291,0.705,0.501,0.162,0.471,0.519,89.07,7358.0,0.49,2005-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Indiana Pacers,82,41,41,0.5,103.1,101.0,2.0,0.585,1.3,16.0,0.304,0.699,0.506,0.168,0.487,0.533,90.85,7470.0,0.514,2005-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Los Angeles Clippers,82,47,35,0.573,103.8,102.2,1.6,0.571,1.44,16.5,0.286,0.719,0.513,0.154,0.487,0.54,92.99,7675.0,0.523,2005-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Los Angeles Lakers,82,45,37,0.549,106.8,104.2,2.6,0.58,1.52,16.5,0.316,0.701,0.507,0.15,0.495,0.539,92.22,7632.0,0.518,2005-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
